id,title,mpaa_rating,studio,franchise,budget,dom_gross,world_gross,dom_net,world_net,popularity,user_rating,total_votes,rating_id,release_date,is_franchise,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
tt3402236,Murder On The Orient Express,PG-13,Twentieth Century Fox,Kenneth Branagh's Hercule Poirot,56.424,105.488,361.927,49.064,305.503,25.689,6.6,185665.0,3,2017-11-03,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
tt1000774,Sex And The City,R,Warner Bros.,Sex and the City,78.241,183.743,504.073,105.502,425.832,25.672,6.5,1447.0,4,2008-05-12,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
tt1041829,The Proposal,PG-13,Walt Disney Studios Motion Pictures,,47.29,193.837,375.213,146.547,327.923,25.67,7.0,4470.0,3,2009-06-01,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
tt0315327,Bruce Almighty,PG-13,Universal Pictures,Bruce Almighty,108.832,326.183,651.018,217.351,542.186,25.664,6.7,7960.0,3,2003-05-23,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
tt0408236,Sweeney Todd The Demon Barber Of Fleet Street,R,DreamWorks,,61.247,64.797,187.885,3.55,126.638,25.629,7.1,4171.0,4,2007-01-25,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
tt0760329,The Water Horse,PG,Revolution Studios,,,50.156,127.353,,,25.619,6.4,685.0,2,2007-12-25,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
tt0419946,The Marine,PG-13,Twentieth Century Fox,The Marine,18.822,23.647,27.814,4.825,8.992,25.553,6.0,462.0,3,2006-10-13,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
tt0146316,Lara Croft Tomb Raider,PG-13,Paramount Pictures,Lara Croft,159.287,181.681,380.492,22.394,221.205,25.533,5.9,4531.0,3,2001-06-11,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
tt1245492,This Is The End,R,Sony Pictures Entertainment (SPE),,35.421,112.318,139.791,76.897,104.37,25.525,6.4,365148.0,4,2013-06-12,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0461770,Enchanted,PG,Walt Disney Studios Motion Pictures,,104.119,156.555,417.075,52.436,312.956,25.514,6.7,3979.0,2,2007-11-20,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False
tt4663548,All Saints,PG,Affirm Films,,2.052,5.952,6.096,3.9,4.044,25.501,6.0,1259.0,2,2017-08-25,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt1472584,Max Steel,PG-13,Open Road Films (II),,10.441,3.987,5.657,-6.454,-4.784,25.496,5.1,17287.0,3,2016-10-14,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
tt2004420,Neighbors,R,Universal Pictures,Neighbors,19.609,163.582,294.863,143.973,275.254,25.483,6.25,271428.0,4,2014-05-08,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0388482,Transporter 2,PG-13,Twentieth Century Fox,,41.187,55.468,114.659,14.281,73.472,25.457,6.3,2375.0,3,2005-08-02,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt0267804,The One,PG-13,Revolution Studios,,67.87,60.814,101.594,-7.056,33.724,25.42,6.0,1001.0,3,2001-11-02,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
tt0306685,Cradle 2 The Grave,R,Warner Bros.,,33.59,46.603,75.863,13.013,42.273,25.413,6.1,555.0,4,2003-02-28,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
tt1023481,Step Up 2 The Streets,PG-13,Walt Disney Studios Motion Pictures,Step Up,21.065,69.837,180.301,48.772,159.236,25.395,6.7,1726.0,3,2008-02-14,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
tt2717822,Blackhat,R,Universal Pictures,,74.693,8.543,20.97,-66.15,-53.723,25.38,5.4,49811.0,4,2015-01-13,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt6802308,The 1517 To Paris,PG-13,Warner Bros.,,30.12,36.422,57.305,6.302,27.185,25.372,5.300000000000001,23042.0,3,2018-02-02,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
tt0960144,You Dont Mess With The Zohan,PG-13,Sony Pictures Entertainment (SPE),,108.334,120.394,245.934,12.06,137.6,25.34,5.6,2512.0,3,2008-06-05,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0362165,Son Of The Mask,PG,New Line Cinema,Mask,118.413,21.904,77.161,-96.509,-41.252,25.275,4.1,1180.0,2,2005-02-18,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
tt6628394,Bad Times At The El Royale,R,Twentieth Century Fox,,32.128,17.911,32.011,-14.217,-0.117,25.274,6.949999999999999,88666.0,4,2018-10-04,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
tt0470752,Ex Machina,R,A24,,16.006,27.149,39.341,11.143,23.335,25.26,7.65,434185.0,4,2015-01-16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
tt1231583,Due Date,R,Warner Bros.,,76.232,117.913,248.377,41.681,172.145,25.248,6.4,307379.0,4,2010-11-04,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt2023587,Mama,PG-13,Universal Pictures,,16.604,79.285,162.082,62.681,145.478,25.244,6.2,161525.0,3,2013-01-17,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
tt1686821,Vampire Academy,PG-13,The Weinstein Company,,,8.489,17.041,,,25.213,5.85,50637.0,3,2014-02-07,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
tt0217505,Gangs Of New York,R,Miramax,,135.905,105.75,263.346,-30.155,127.441,25.2,7.3,4558.0,4,2002-12-14,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
tt0914798,The Boy In The Striped Pyjamas,PG-13,Miramax,,,10.889,48.65,,,25.189,7.9,4812.0,3,2008-05-07,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
tt0386117,Where The Wild Things Are,PG,Warner Bros.,,118.224,91.308,117.789,-26.916,-0.435,25.186,6.4,1235.0,2,2009-10-16,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
tt0164052,Hollow Man,R,Sony Pictures Entertainment (SPE),,131.626,104.176,271.373,-27.45,139.747,25.166,5.9,1623.0,4,2000-08-04,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
tt1935902,The Brass Teapot,R,Magnolia Pictures,,,0.008,0.276,,,25.131,6.25,14057.0,4,2012-09-08,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
tt3369806,Max,PG,Warner Bros.,Max,21.341,45.516,46.75,24.175,25.409,25.129,6.9,24518.0,2,2015-06-26,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt2980516,The Theory Of Everything,PG-13,Focus Features,,16.341,39.102,134.788,22.761,118.447,25.111,7.800000000000001,369624.0,3,2014-11-26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
tt0258463,The Bourne Identity,PG-13,Universal Pictures,Bourne,81.543,165.213,291.103,83.67,209.56,25.095,7.4,6607.0,3,2002-06-14,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
tt0462465,Outlander,R,Third Rail Releasing,,60.186,0.2,8.468,-59.986,-51.718,25.084,6.3,801.0,4,2008-04-24,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
tt0133240,Treasure Planet,PG,Walt Disney Studios Motion Pictures,,190.267,51.884,149.552,-138.383,-40.715,25.071,7.5,2720.0,2,2002-11-26,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
tt0406375,Zathura A Space Adventure,PG,Sony Pictures Entertainment (SPE),,83.661,37.659,83.763,-46.002,0.102,25.015,6.3,2196.0,2,2005-11-06,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False
tt0371606,Chicken Little,G,Walt Disney Studios Motion Pictures,,193.064,174.256,401.881,-18.808,208.817,24.992,5.8,2694.0,1,2005-11-04,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
tt3864056,The Goldfinch,R,Warner Bros.,,44.182,5.236,9.752,-38.946,-34.43,24.98,7.0,393.0,4,2019-09-12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt4743226,Air Strike,R,,,65.261,0.0,0.526,-65.261,-64.735,24.952,3.6999999999999997,2631.0,4,2018-10-26,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
tt1657507,Colombiana,PG-13,TriStar Pictures,,45.889,42.064,82.036,-3.825,36.147,24.95,6.5,89415.0,3,2011-07-27,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
tt0829150,Dracula Untold,PG-13,Universal Pictures,,76.258,61.312,236.536,-14.946,160.278,24.948,6.3,169398.0,3,2014-10-01,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
tt1815862,After Earth,PG-13,Sony Pictures Entertainment (SPE),,143.897,66.992,269.655,-76.905,125.758,24.916,5.0,186824.0,3,2013-05-30,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
tt0416236,The Spiderwick Chronicles,PG,Paramount Pictures,,109.839,85.698,196.813,-24.141,86.974,24.905,6.5,1803.0,2,2008-02-14,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
tt1389072,Downsizing,R,Paramount Pictures,,69.76,25.083,56.15,-44.677,-13.61,24.896,5.45,77374.0,4,2017-12-22,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
tt7329656,47 Meters Down Uncaged,PG-13,Entertainment Studios Motion Pictures,47 Meters Down,11.782,21.856,46.718,10.074,34.936,24.862,5.6,855.0,3,2019-08-15,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
tt2854926,Tag,R,Warner Bros.,,28.112,54.95,78.444,26.838,50.332,24.853,6.6,87161.0,4,2018-05-30,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt0479143,Rocky Balboa,PG,Metro-Goldwyn-Mayer (MGM),Rocky,30.115,88.176,195.849,58.061,165.734,24.847,6.8,2262.0,2,2006-12-20,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt1659337,The Perks Of Being A Wallflower,PG-13,Lionsgate,,,19.977,37.587,,,24.845,7.85,430283.0,3,2012-09-20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt2072233,Sleepless,R,Open Road Films (II),,,21.322,33.77,,,24.831,5.75,26764.0,4,2017-01-12,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt1528071,Horns,R,RADiUS-TWC,,,0.193,4.29,,,24.831,6.35,71688.0,4,2013-09-06,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
tt1568911,War Horse,PG-13,Walt Disney Studios Motion Pictures,,78.011,91.645,191.816,13.634,113.805,24.822,7.25,138856.0,3,2011-12-25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
tt1291584,Warrior,PG-13,Lionsgate,,28.681,15.668,27.26,-13.013,-1.421,24.806,8.0,406595.0,3,2011-09-09,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt0396555,Meet The Robinsons,G,Walt Disney Studios Motion Pictures,,,119.826,207.422,,,24.791,6.8,1892.0,1,2007-03-23,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
tt1540011,Blair Witch,R,Lionsgate,Blair Witch Project,5.221,21.693,47.166,16.472,41.945,24.782,5.05,38236.0,4,2016-09-15,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
tt1981677,Pitch Perfect,PG-13,Universal Pictures,Pitch Perfect,19.14,73.185,130.265,54.045,111.125,24.755,7.25,261705.0,3,2012-09-28,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
tt0187738,Blade Ii,R,New Line Cinema,,73.389,111.915,210.666,38.526,137.277,24.71,6.4,3215.0,4,2002-03-22,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
tt0409847,Cowboys & Aliens,PG-13,Universal Pictures,,186.998,114.999,200.561,-71.999,13.563,24.646,5.75,199637.0,3,2011-07-29,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
tt0268978,A Beautiful Mind,PG-13,Universal Pictures,,80.336,236.495,438.788,156.159,358.452,24.611,7.9,7105.0,3,2001-12-11,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
tt0367882,Indiana Jones And The Kingdom Of The Crystal Skull,PG-13,Paramount Pictures,Indiana Jones,222.687,381.698,951.719,159.011,729.032,24.597,5.9,5657.0,3,2008-05-21,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1706593,Chronicle,PG-13,Twentieth Century Fox,,13.511,72.706,142.581,59.195,129.07,24.587,6.9,232946.0,3,2012-02-01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
tt0473075,Prince Of Persia The Sands Of Time,PG-13,Walt Disney Studios Motion Pictures,,234.561,106.443,394.491,-128.118,159.93,24.582,6.4,260013.0,3,2010-05-19,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
tt1232200,Thats My Boy,R,Sony Pictures Entertainment (SPE),,78.814,41.581,64.986,-37.233,-13.828,24.56,5.65,84185.0,4,2012-06-14,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt2869728,Ride Along 2,PG-13,Universal Pictures,Ride Along,41.764,95.245,130.104,53.481,88.34,24.527,6.050000000000001,49859.0,3,2016-01-14,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1623205,Oz The Great And Powerful,PG,Walt Disney Studios Motion Pictures,Wizard of Oz,237.984,260.024,546.048,22.04,308.064,24.522,6.1,197496.0,2,2013-03-07,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
tt0327084,Over The Hedge,PG,DreamWorks,,,194.52,426.379,,,24.502,6.5,3103.0,2,2006-05-17,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
tt0337978,Live Free Or Die Hard,PG-13,Twentieth Century Fox,Die Hard,134.743,164.79,475.465,30.047,340.722,24.479,6.6,4055.0,3,2007-06-20,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
tt0212720,Ai Artificial Intelligence,PG-13,Warner Bros.,,138.51,108.892,326.782,-29.618,188.272,24.447,7.0,4377.0,3,2001-06-29,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
tt8085790,Little,PG-13,Universal Pictures,,19.637,40.118,48.097,20.481,28.46,24.441,5.949999999999999,3161.0,3,2019-04-04,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
tt0808151,Angels & Demons,PG-13,Sony Pictures Entertainment (SPE),Da Vinci Code,177.336,157.682,574.486,-19.654,397.15,24.422,6.7,4919.0,3,2009-05-13,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
tt0327679,Ella Enchanted,PG,Miramax,,43.398,30.136,33.076,-13.262,-10.322,24.383000000000006,6.3,1314.0,2,2004-04-09,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
tt5669936,The Recall,R,Freestyle Releasing,,,0.024,0.115,,,24.382,4.35,6455.0,4,2017-06-02,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
tt0187078,Gone In Sixty Seconds,PG-13,Walt Disney Studios Motion Pictures,,128.069,144.645,337.536,16.576,209.467,24.376,6.3,2973.0,3,2000-06-09,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt1727776,Scouts Guide To The Zombie Apocalypse,R,Paramount Pictures,,16.006,3.951,17.219,-12.055,1.213,24.346,6.35,41723.0,4,2015-10-23,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
tt3104988,Crazy Rich Asians,PG-13,Warner Bros.,,30.12,175.233,239.275,145.113,209.155,24.344,7.05,99000.0,3,2018-08-15,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
tt2452244,Isnt It Romantic,PG-13,Warner Bros.,,30.437,47.905,47.905,17.468,17.468,24.34,6.1,43640.0,3,2019-02-13,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
tt1392170,The Hunger Games,PG-13,Lionsgate,Hunger Games,87.821,459.383,781.825,371.562,694.004,24.339,7.15,812271.0,3,2012-03-12,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
tt0330793,The Punisher,R,Lionsgate,Punisher,43.398,44.463,71.935,1.065,28.537,24.336,6.2,1813.0,4,2004-04-15,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
tt0209144,Memento,R,Newmarket Films,,12.807,36.35,56.877,23.543,44.07,24.328000000000007,8.2,10155.0,4,2000-10-11,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
tt5466186,7 Days In Entebbe,PG-13,Focus Features,,,3.34,8.807,,,24.317,5.8,10713.0,3,2018-03-15,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
tt0382625,The Da Vinci Code,PG-13,Sony Pictures Entertainment (SPE),Da Vinci Code,156.851,272.966,953.664,116.115,796.813,24.313,6.7,6610.0,3,2006-05-17,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
tt1638355,The Man From Uncle,PG-13,Warner Bros.,,80.028,48.492,114.221,-31.536,34.193,24.294,7.199999999999999,244966.0,3,2015-08-13,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0800069,The Hills Have Eyes 2,R,Fox Atomic,Hills Have Eyes,18.374,25.484,46.177,7.11,27.803,24.285,5.4,888.0,4,2007-03-22,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
tt1020530,Eden Lake,R,Third Rail Releasing,,,0.009,4.796,,,24.261,6.8,1040.0,4,2008-09-12,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
tt1606378,A Good Day To Die Hard,R,Twentieth Century Fox,Die Hard,101.835,74.549,337.222,-27.286,235.387,24.237,5.3,193355.0,4,2013-02-06,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
tt6921996,Johnny English Strikes Again,PG,Universal Pictures,Johnny English,25.1,4.43,159.61,-20.67,134.51,24.232,6.25,48539.0,2,2018-09-13,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1121931,Crank High Voltage,R,Lionsgate,,,16.178,40.873,,,24.222,6.0,1834.0,4,2009-04-16,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt0440963,The Bourne Ultimatum,PG-13,Universal Pictures,Bourne,146.992,278.637,543.958,131.645,396.966,24.183000000000003,7.4,5474.0,3,2007-08-03,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
tt0332379,School Of Rock,PG-13,Paramount Pictures,,36.949,109.183,176.711,72.234,139.762,24.175,7.0,3874.0,3,2003-10-03,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
tt2719848,Everest,PG-13,Universal Pictures,,58.687,46.397,217.065,-12.29,158.378,24.167,6.949999999999999,184656.0,3,2015-09-10,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt0949731,The Happening,R,Twentieth Century Fox,,57.778,77.648,196.691,19.87,138.913,24.166,5.2,2262.0,4,2008-06-11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
tt0358082,Robots,PG,Twentieth Century Fox,,96.532,165.006,337.877,68.474,241.345,24.144,6.3,3239.0,2,2005-03-10,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
tt5437928,Colette,R,Bleecker Street Media,,,5.158,14.33,,,24.122,6.9,12725.0,4,2018-09-21,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
tt1411250,Riddick,R,Universal Pictures,Riddick,42.062,46.518,108.85,4.456,66.788,24.117,6.35,147794.0,4,2013-09-02,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
tt2170439,Horrible Bosses 2,R,Warner Bros.,Horrible Bosses,44.665,59.313,116.343,14.648,71.678,24.088,6.25,147549.0,4,2014-11-26,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tt1386703,Total Recall,PG-13,Sony Pictures Entertainment (SPE),,140.739,66.291,223.456,-74.448,82.717,24.085,6.1,232574.0,3,2012-08-02,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
tt0454921,The Pursuit Of Happyness,PG-13,Sony Pictures Entertainment (SPE),,69.015,205.245,385.387,136.23,316.372,24.08,7.9,6894.0,3,2006-12-14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt5439796,Logan Lucky,PG-13,Bleecker Street Media,,29.751,28.5,49.708,-1.251,19.957,24.07,6.85,108271.0,3,2017-08-17,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
tt1426329,Lovelace,R,RADiUS-TWC,,,0.395,1.755,,,24.07,6.15,36427.0,4,2013-08-08,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt0167190,Hellboy,PG-13,Revolution Studios,Hellboy,82.85,78.41,130.983,-4.44,48.133,24.055,6.6,5007.0,3,2004-04-02,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
tt4103724,Forever My Girl,PG,Roadside Attractions,,3.514,16.442,16.442,12.928,12.928,24.043000000000006,7.15,11044.0,2,2018-01-26,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
tt5692390,Status Update,PG-13,Vertical Entertainment,,,0.005,0.418,,,24.036,6.3,3052.0,3,2018-02-09,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
tt0429493,The Ateam,PG-13,Twentieth Century Fox,,129.008,90.566,207.866,-38.442,78.858,24.013,6.55,238572.0,3,2010-06-09,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt3224458,A Beautiful Day In The Neighborhood,PG,Sony Pictures Entertainment (SPE),,24.546,60.583,66.53,36.037,41.984,24.012,7.1,712.0,2,2019-09-07,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tt4218696,The Wall,R,Roadside Attractions,,3.078,1.85,4.602,-1.228,1.524,23.992,6.2,20948.0,4,2017-05-12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
tt0482571,The Prestige,PG-13,Walt Disney Studios Motion Pictures,,50.192,66.618,137.623,16.426,87.431,23.972,8.2,10755.0,3,2006-10-19,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
tt0368933,The Princess Diaries 2 Royal Engagement,G,Walt Disney Studios Motion Pictures,Princess Diaries,52.603,125.156,177.186,72.553,124.583,23.962,6.6,2388.0,1,2004-08-06,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
tt0356910,Mr & Mrs Smith,PG-13,Twentieth Century Fox,,141.581,239.833,627.186,98.252,485.605,23.958,6.7,7259.0,3,2005-06-07,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
tt1464540,I Am Number Four,PG-13,Walt Disney Studios Motion Pictures,,63.097,63.213,169.832,0.116,106.735,23.938,6.15,221280.0,3,2011-02-18,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
tt0790724,Jack Reacher,PG-13,Paramount Pictures,Jack Reacher,67.555,90.152,245.832,22.597,178.277,23.937,6.75,289469.0,3,2012-12-20,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
tt0229260,Book Of Shadows Blair Witch 2,R,Artisan Entertainment,Blair Witch Project,21.345,37.608,67.918,16.263,46.573,23.893,4.3,479.0,4,2000-10-27,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
tt5362988,Wind River,R,The Weinstein Company,,11.285,34.676,45.119,23.391,33.834,23.89,7.550000000000001,172193.0,4,2017-08-03,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
tt1197624,Law Abiding Citizen,R,Overture Films,,59.112,86.726,151.261,27.614,92.149,23.873,7.3,3284.0,4,2009-10-15,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
tt0396171,Perfume The Story Of A Murderer,R,DreamWorks,,75.289,2.79,169.449,-72.499,94.16,23.854,7.3,2993.0,4,2006-09-13,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
tt0388795,Brokeback Mountain,R,Focus Features,,18.019,106.885,229.184,88.866,211.165,23.842,7.8,4588.0,4,2005-09-10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
tt3832914,War Room,PG,TriStar Pictures,,3.201,72.335,78.557,69.134,75.356,23.828000000000007,7.05,11939.0,2,2015-08-28,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
tt1077368,Dark Shadows,PG-13,Warner Bros.,,168.886,89.765,276.441,-79.121,107.555,23.822,6.050000000000001,235124.0,3,2012-05-08,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
tt0160127,Charlies Angels,PG-13,Sony Pictures Entertainment (SPE),Charlie's Angels,132.338,178.308,375.819,45.97,243.481,23.821,5.8,2973.0,3,2000-11-02,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt0338459,Spy Kids 3D Game Over,PG,Dimension Films,Spy Kids,52.401,150.163,245.177,97.762,192.776,23.811,5.1,1486.0,2,2003-07-25,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
tt0396269,Wedding Crashers,R,New Line Cinema,,51.484,269.332,371.285,217.848,319.801,23.804,6.4,3144.0,4,2005-07-13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
tt0316654,Spiderman 2,PG-13,Sony Pictures Entertainment (SPE),Spider-Man,263.015,491.294,1037.564,228.279,774.549,23.8,7.1,10139.0,3,2004-06-25,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
tt0376541,Closer,R,Sony Pictures Entertainment (SPE),,35.507,44.696,151.898,9.189,116.391,23.776,6.8,2224.0,4,2004-12-01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
tt2025690,The Finest Hours,PG-13,Walt Disney Studios Motion Pictures,,,28.786,54.397,,,23.765,6.65,57124.0,3,2016-01-25,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
tt0492956,The Game Plan,PG,Walt Disney Studios Motion Pictures,,26.949,111.038,180.354,84.089,153.405,23.734,6.4,1383.0,2,2007-09-28,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
